162570	0.00543581	205.78	0.00491589	240.885	1626.13	-0.1058	243.352	-1.46982	1400.25	-0.1058	75.6986	-1.4698	1525.41	-0.1058	55.9924	-1.46979
156803	0.00555261	209.998	0.00505241	245.008	1592.7	-0.1058	205.96	-1.46981	1426.68	-0.1058	74.2855	-1.46982	1476.39	-0.1058	47.7736	-1.46975
160435	0.00543805	208.764	0.00504022	238.247	1589.9	-0.1058	235.836	-1.46981	1613.35	-0.1058	62.5711	-1.46983	1476.85	-0.1058	64.0768	-1.46977
155229	0.00534216	233.04	0.00503621	235.9	1582.96	-0.1058	309.492	-1.46984	1368.46	-0.1058	72.6352	-1.46978	1315.39	-0.1058	49.6467	-1.4698
161072	0.00530021	213.113	0.00502395	237.874	1700.13	-0.1058	223.956	-1.46978	1476.07	-0.1058	75.436	-1.46982	1546.7	-0.1058	55.8438	-1.46983
158280	0.00546672	210.933	0.00505509	241.767	1501.16	-0.1058	220.24	-1.46978	1537.1	-0.1058	81.7808	-1.46982	1366.76	-0.1058	51.843	-1.46983
163077	0.00544303	204.822	0.00480715	233.001	1605.84	-0.1058	223.652	-1.46981	1565.43	-0.1058	85.3749	-1.46981	1427.47	-0.1058	51.3325	-1.46978
165571	0.00543938	211.856	0.00493456	234.124	1588.73	-0.1058	262.593	-1.46979	1530.12	-0.1058	82.4645	-1.46981	1512.83	-0.1058	51.6354	-1.46982
157441	0.00551255	210.502	0.00504762	243.929	1655.63	-0.1058	226.491	-1.46981	1546.16	-0.1058	66.7192	-1.4698	1431.36	-0.1058	45.4137	-1.46981
158608	0.00536471	214.4	0.00496716	232.89	1721.95	-0.1058	237.295	-1.46982	1485.5	-0.1058	71.7942	-1.46983	1392.74	-0.1058	58.9614	-1.46981
158787	0.00563927	214.524	0.00500133	243.736	1440.3	-0.1058	248.685	-1.46981	1567.56	-0.1058	75.6732	-1.4698	1391.31	-0.1058	55.9205	-1.46984
163183	0.00545328	214.806	0.00492922	238.931	1748.95	-0.1058	259.332	-1.46982	1526.72	-0.1058	78.9597	-1.46982	1492.39	-0.1058	51.4801	-1.46978
160899	0.00547224	206.848	0.00507044	235.746	1655.51	-0.1058	238.768	-1.4698	1462.52	-0.1058	81.1546	-1.46984	1414.67	-0.1058	54.2902	-1.46979
155975	0.00549776	213.359	0.00505436	233.439	1754.76	-0.1058	233.217	-1.46979	1471.11	-0.1058	67.615	-1.46981	1526.67	-0.1058	51.8042	-1.4698
160210	0.00531544	213.847	0.00496588	242.814	1606.61	-0.1058	270.878	-1.46979	1558.22	-0.1058	84.4987	-1.46978	1508.5	-0.1058	50.6902	-1.46983
160279	0.00538961	210.82	0.00505892	237.552	1536.86	-0.1058	251.09	-1.4698	1433.95	-0.1058	77.7462	-1.46975	1303.12	-0.1058	47.4133	-1.46982
163468	0.00552398	211.787	0.00512352	216.736	1645.65	-0.1058	252.125	-1.46981	1471.95	-0.1058	65.7264	-1.46978	1471.69	-0.1058	43.5121	-1.46976
155785	0.00544093	215.915	0.00502491	235.383	1484.77	-0.1058	239.748	-1.46977	1416.38	-0.1058	79.8127	-1.46983	1456.43	-0.1058	49.2315	-1.46978
166512	0.00545361	210.033	0.00483111	238.009	1560.36	-0.1058	246.555	-1.46983	1459.79	-0.1058	74.0733	-1.46981	1462.56	-0.1058	51.8558	-1.46979
159306	0.00540988	211.526	0.00499279	243.145	1693.25	-0.1058	241.404	-1.46981	1511.01	-0.1058	74.1569	-1.4698	1469.02	-0.1058	53.4502	-1.4698
157117	0.00537263	216.501	0.00499775	234.179	1591.89	-0.1058	249.143	-1.4698	1475.4	-0.1058	66.7677	-1.46979	1475.16	-0.1058	54.6807	-1.46976
160181	0.00548152	207.551	0.00493143	244.862	1575.92	-0.1058	251.402	-1.46981	1451.12	-0.1058	72.7661	-1.46978	1462.92	-0.1058	55.5541	-1.46981
164301	0.00532896	207.216	0.00490266	238.239	1627.4	-0.1058	233.462	-1.46979	1335.74	-0.1058	72.6759	-1.46978	1439.69	-0.1058	56.4648	-1.4698
156838	0.00522482	235.688	0.00503243	232.891	1512.28	-0.1058	244.594	-1.46979	1461.11	-0.1058	76.504	-1.46981	1467.6	-0.1058	54.7119	-1.4698
159977	0.00558098	214.851	0.00506078	238.045	1619.69	-0.1058	241.141	-1.46983	1308.83	-0.1058	76.9138	-1.46983	1432.01	-0.1058	56.3528	-1.46982
163134	0.00530456	209.822	0.0050274	233.769	1573.46	-0.1058	262.05	-1.4698	1494.57	-0.1058	84.6409	-1.46979	1539.1	-0.1058	56.0868	-1.46979
163179	0.00546654	214.313	0.00490177	240.477	1604.18	-0.1058	276.521	-1.46982	1507.76	-0.1058	75.1069	-1.46977	1391.83	-0.1058	51.5302	-1.46981
161722	0.00543489	207.012	0.00497731	239.137	1523.68	-0.1058	238.546	-1.4698	1511.9	-0.1058	70.6172	-1.4698	1515.73	-0.1058	58.9252	-1.46979
159973	0.00544634	209.141	0.00501708	240.426	1590.39	-0.1058	294.254	-1.46979	1469.12	-0.1058	79.0039	-1.4698	1578.64	-0.1058	52.3376	-1.4698
159968	0.00555084	205.415	0.00504663	238.823	1631.26	-0.1058	253.559	-1.46979	1480.69	-0.1058	85.0557	-1.46977	1407.65	-0.1058	56.1972	-1.46982
164083	0.00540816	204.664	0.00512069	215.88	1682.39	-0.1058	242.083	-1.46976	1497.69	-0.1058	69.1536	-1.46983	1474.66	-0.1058	51.6492	-1.46985
