ITER,CYCL,LOOP,ERR,V,T5,TA,TB,S1_B1,S3_B1,SINT_B1,SEQV_B1,E1_B1,E3_B1,EPTOINT_B1,EPTOEQV_B1,S1_D,S3_D,SINT_D,SEQV_D,E1_D,E3_D,EPTOINT_D,EPTOEQV_D,S1_B2,S3_B2,SINT_B2,SEQV_B2,E1_B2,E3_B2,EPTOINT_B2,EPTOEQV_B2,DOF_27387,DOF_88479
1,1,1546,0,982.8617677,670.9407856,229.5965448,503.6588458,658.5917785,-166.140034,824.7318125,715.51563,0.004015246858,-0.002729055588,0.006744302446,0.00444458257,969.0857305,-63.24033586,1032.326066,922.9080045,0.005617475594,-0.002691731983,0.008309207577,0.005646274778,372.258054,-336.1180073,708.3760613,615.194348,0.002843363483,-0.002942479546,0.00578584303,0.00383407347,0.9858016618,0.3000871625
1,1,1547,0,1051.174689,672.7495184,238.4649615,504.2332144,745.9990795,-96.88451959,842.8835991,734.3285404,0.0043420658,-0.002553128182,0.006895193982,0.004560438686,1068.29671,-21.9998369,1090.296547,982.2663598,0.006093596788,-0.002688842829,0.008782439617,0.006013947744,436.9156973,-320.6424005,757.5580979,656.4558812,0.003182198801,-0.003007758509,0.006189957311,0.00409462779,1.023698081,0.3279328026
1,1,1548,0,1001.137666,662.9396899,236.1631815,499.319566,680.1583651,-132.1721843,812.3305494,705.8709328,0.004051217072,-0.002580971571,0.006632188643,0.004376716804,985.6876966,-45.70293387,1031.390631,925.2876861,0.005670928594,-0.002622447951,0.008293376546,0.0056556099,390.4962133,-321.9779283,712.4741417,618.0127912,0.002913976503,-0.002896240676,0.005810217179,0.003846978661,0.9900744944,0.3053191506
1,1,1549,0,1002.269402,628.8897103,226.7027338,498.9435634,644.9550799,-144.8984781,789.853558,687.1722823,0.003918608738,-0.002526892201,0.006445500939,0.004259548767,964.3433311,-54.43513876,1018.77847,913.129988,0.005570655727,-0.00261535733,0.008186013058,0.005577452229,368.3195758,-321.4142402,689.733816,597.7165076,0.002821881998,-0.002800376369,0.005622258367,0.003718937911,0.9662984347,0.2978604403
1,1,1550,0,1040.639879,670.439153,225.6926855,488.1485663,742.2890216,-81.82284647,824.111868,717.7019655,0.004245350357,-0.002454518207,0.006699868563,0.00443112262,1058.896314,-6.862822991,1065.759137,962.9236646,0.005980570563,-0.002561244689,0.008541815252,0.005867594972,442.2791544,-306.0966836,748.375838,648.6347201,0.003141575297,-0.002935384914,0.006076960211,0.004023217855,0.9885113209,0.2924993612
1,1,1551,0,1006.702531,659.7078197,229.8305147,486.5323096,697.1587462,-100.9614199,798.1201661,694.1680706,0.00404213303,-0.00244219897,0.006484331999,0.004283436067,995.076571,-23.99635812,1019.072929,917.7801181,0.005658381197,-0.002508262353,0.00816664355,0.005591699546,406.946478,-306.6077664,713.5542444,618.7812209,0.00294633516,-0.002844294837,0.005790629998,0.003834924135,0.9706474582,0.2845480806
1,1,1552,0,995.1391148,639.7878506,231.9958367,496.5385251,651.6816363,-137.4520878,789.1337241,686.1256053,0.003919849116,-0.002514812836,0.006434661952,0.004249605701,961.6945724,-50.3162081,1012.010781,907.5440973,0.005543391285,-0.002584597513,0.008127988798,0.005541023305,373.2382983,-317.5986932,690.8369915,598.9063082,0.002822822401,-0.00280406038,0.005626882782,0.00372374743,0.9700294774,0.2969578091
1,1,1553,0,1026.194966,642.779726,234.0906597,497.8988545,690.8177995,-111.3398562,802.1576557,698.8285109,0.00407840407,-0.002466167711,0.00654457178,0.004329673291,1008.064835,-34.38076729,1042.445602,937.7244365,0.005773427232,-0.002603841698,0.008377268931,0.005728492484,401.9112189,-313.4219381,715.333157,619.7627216,0.002979425208,-0.002850296856,0.005829722064,0.003856185983,0.9877425237,0.3092041336
1,1,1554,0,1008.117496,680.2417613,227.080165,503.9607808,699.7793234,-146.2574,846.0367234,734.6121906,0.004192762478,-0.002726889825,0.006919652303,0.004562873267,1009.135023,-50.80337916,1059.938402,949.8991624,0.005816848592,-0.002714085603,0.008530934195,0.00581113665,398.3937634,-336.767643,735.1614064,638.1048251,0.002988374073,-0.003017066418,0.006005440491,0.003977896996,0.9987628501,0.3050161753
1,1,1555,0,1018.737539,666.2715755,229.8837708,498.4940334,704.5522404,-121.2919759,825.8442164,718.1041006,0.004158147538,-0.002582002485,0.006740150024,0.004450671415,1015.416474,-37.53838148,1052.954856,946.2864948,0.005818514991,-0.002642585767,0.008461100758,0.005780389784,407.1324424,-322.6863496,729.818792,632.8515273,0.003007519382,-0.002941909118,0.005949428501,0.003938242168,0.9926396271,0.3035585237
