V,T5,TA,TB,SEQV_B1,EPTOEQV_B1,SEQV_D,EPTOEQV_D,DOF_27387,DOF_88479
992.8050268,648.4928136,232.9464172,502.0091205,698.0214717,0.004332472,914.8088757,0.005595031,0.980307021,0.304178481
1035.724648,638.9920108,232.7495206,495.3765087,696.9583906,0.004313713,944.3696516,0.005764243,0.985960147,0.307510295
1029.451592,672.5340569,232.1806272,483.0791234,703.7380337,0.004337413,942.5106443,0.005740036,0.984262631,0.288070828
1017.915533,668.7270558,234.3091236,494.8632654,711.7614123,0.004405546,942.0818602,0.005749886,0.992973979,0.302287932
1018.467014,637.8681571,226.3175831,497.3225118,697.5893286,0.004321083,931.786422,0.005688527,0.974969129,0.299669902
1018.514375,669.4854546,237.630864,484.077044,695.4479137,0.004288005,929.8114379,0.005664368,0.983917388,0.291053057
1045.678267,660.9094775,231.1841164,504.7816372,730.0753867,0.004534676,973.6974818,0.005959814,1.010068362,0.320922784
1005.152543,666.711438,231.0404969,502.471126,718.1159828,0.004457817,936.4799597,0.005727779,0.992791155,0.306025895
991.5070772,643.8800345,236.6871727,507.6797087,697.3102615,0.004337416,916.6940623,0.005617561,0.987549199,0.314882779
1017.690792,675.4173261,231.219985,490.2497285,713.7167037,0.004410212,942.6295899,0.005746538,0.988056074,0.293260752
1030.438461,668.5650972,231.871516,494.0814948,716.8145138,0.004435226,955.6439918,0.005830402,0.995224305,0.302691355
1055.808781,682.4955532,232.9365693,498.769544,740.3611945,0.004588969,992.8259057,0.006066507,1.01913899,0.31678214
1033.078548,673.3466551,221.0024033,497.982065,734.3040303,0.004549819,968.2739654,0.005910684,0.994079239,0.299210938
1022.606142,676.9307604,230.6571893,481.1335539,704.1364559,0.004336925,935.2416849,0.005693879,0.979943505,0.282165954
1013.434441,663.096357,231.1605487,482.3143036,692.3185346,0.004265659,919.911332,0.005601516,0.971320246,0.281937386
1053.94739,649.6508045,224.2783795,505.2726202,730.3900709,0.004536909,979.5346907,0.005993951,1.003135623,0.318304883
1037.354724,674.7859307,221.0628074,495.5173883,733.8085798,0.004542519,972.1387923,0.005929703,0.993806226,0.297212767
1000.836562,645.374521,231.8738581,499.8631465,696.5023475,0.004319189,918.3713101,0.005612797,0.978733712,0.302686042
984.4880788,669.0526924,226.8469554,512.4850504,731.886562,0.004561696,937.3034686,0.005748932,0.993569498,0.3099725
1017.461952,646.0026986,226.9325461,511.8483464,719.8718365,0.00448388,949.213416,0.005820918,0.995735017,0.319005342
1044.76647,660.660747,232.9543473,512.5633198,737.9783512,0.004597193,979.3488632,0.006009315,1.020197755,0.332667834
1028.22669,650.8943787,231.5010665,498.0090041,707.6537636,0.004384593,945.6707203,0.005776348,0.990282005,0.307437667
989.4109972,655.0884297,227.1026881,507.0650689,712.5282037,0.004431321,926.1636381,0.005671256,0.982927705,0.304704058
1015.379101,680.5600935,233.0426881,495.6527212,722.3248371,0.00447252,947.2691148,0.005782497,0.99732343,0.30118429
994.2161913,672.4266369,227.0834095,498.3123179,716.8669195,0.004443503,928.368398,0.005669587,0.982780486,0.29389948
996.1332044,657.4938899,234.9448189,487.9290753,686.8467038,0.004240733,906.6923456,0.005526058,0.971133185,0.287898905
1017.315593,643.3104968,229.0908539,502.7791442,706.1982698,0.004383544,936.4165033,0.00572727,0.985672606,0.308809515
1053.775893,680.3782907,230.9978198,500.4877837,742.18281,0.00460295,991.0435763,0.006058057,1.017577377,0.316842622
1028.097474,646.6477696,231.5862399,511.3675019,721.2561407,0.004491321,955.3162992,0.005859152,1.003949183,0.32545079
1000.095065,664.4557414,225.9353125,495.5789857,709.8200058,0.004394988,928.1243511,0.00566296,0.977342292,0.291165649
998.7290797,676.223799,225.2769164,492.5043653,715.3585857,0.004424434,929.9039434,0.005669725,0.978212288,0.285863518
1025.834487,669.9547835,228.2170154,499.3799602,725.6767639,0.004498946,956.3841111,0.005843081,0.996988866,0.30520171
999.5612519,655.1164561,232.0736417,510.8777544,716.1819493,0.004460084,935.7647987,0.005738484,0.995803921,0.316962997
1048.274834,664.1826447,233.0961813,501.8381844,728.0683736,0.004517284,974.9714929,0.005962962,1.010926082,0.319331009
1034.437956,653.8867415,236.7552119,481.0615388,684.0480812,0.004212785,932.5886945,0.005678728,0.97920009,0.29127392
1061.264638,661.7185301,229.9938039,525.3867431,762.9551609,0.004775367,1012.095873,0.006233693,1.040407429,0.351748015
1006.0549,654.0996242,230.8254832,507.8842181,714.8104384,0.004446154,936.602509,0.005737934,0.993425895,0.313684848
995.5656161,647.2706655,225.1211122,497.0738387,697.7413985,0.00432247,916.1773664,0.005592342,0.968531674,0.291679389
1008.971348,675.5562344,226.0051137,516.3662752,747.3119163,0.004663696,964.8749861,0.005924848,1.010479911,0.320990581
1040.185645,632.700885,225.7172861,504.8607633,711.4281524,0.004418539,955.9047908,0.005849059,0.990063033,0.315477031
1042.35863,671.2645173,233.4703822,502.0227202,731.6487123,0.004540125,973.015821,0.005951453,1.012229581,0.31799482
1031.264184,642.132753,229.8644651,490.9545169,694.1525267,0.004289491,939.1153455,0.005725497,0.977943216,0.297812403
1000.204911,667.8414541,232.0033159,494.9934488,707.2112277,0.004377998,926.2168758,0.005652419,0.983364806,0.295528124
985.6215115,683.0808597,227.9556668,505.4018255,729.5777622,0.004535017,934.2084013,0.005717911,0.993282595,0.301393543
1023.53774,663.6429109,227.1488663,510.3619104,734.5107749,0.004572506,961.3266848,0.005892625,1.004944627,0.318430788
1020.612597,675.9584335,232.883929,494.1767576,718.703881,0.00444745,949.261824,0.005791985,0.995498922,0.300696614
994.6661812,636.5436276,233.649074,491.2656102,675.5479601,0.0041758,899.5452682,0.005484905,0.963595203,0.291373317
1014.789802,646.4106634,231.6721461,504.4994321,707.9213111,0.004397242,935.8875514,0.005727929,0.990258715,0.312560888
1024.573469,658.6615714,224.7993308,496.7713194,715.7937357,0.004433131,949.0195532,0.005792271,0.985297762,0.298797246
1014.08928,662.3552684,228.6779515,502.4825192,719.4556064,0.004465771,943.6598382,0.005770915,0.992479801,0.306610668
1010.949101,660.9371535,236.3495273,500.4410337,708.7920211,0.004396348,934.0790022,0.005711394,0.99469281,0.309776177
1040.127103,669.0977742,240.9648827,481.5981042,694.2431255,0.004276924,946.8015382,0.005766499,0.992987944,0.296851625
1008.617708,642.9564003,232.2882061,490.1322962,684.5514323,0.004229408,914.7041771,0.005576288,0.969855133,0.29238751
1038.200833,635.1830264,228.5208954,496.8070859,700.2062898,0.004335934,947.8355456,0.005786449,0.98334986,0.306566459
985.8274624,679.1397051,228.4313998,495.4281015,715.012869,0.004427608,921.5885824,0.005623676,0.980296788,0.288757425
978.9591105,662.9602401,231.92389,504.5535953,708.0747105,0.004399929,915.8540789,0.005605425,0.98352387,0.302484921
978.2027702,655.2682629,222.5421205,498.0354888,700.1889237,0.004340018,909.5456136,0.005552598,0.964197845,0.285797763
1049.788174,667.7679164,235.8727276,497.0939727,722.5156961,0.004475457,975.7856298,0.005960356,1.010135513,0.31578608
1000.702578,652.7471821,231.441245,503.6271891,706.8907097,0.004389991,926.1093564,0.00566646,0.986127343,0.307079202
1023.260662,645.8590342,225.949505,513.2615813,724.0598976,0.004512153,956.3228538,0.005866724,0.99892373,0.321678041
986.0704319,652.1539769,231.7005279,489.0638201,683.3596616,0.004221102,897.5509409,0.005470688,0.963115134,0.283991269
1030.856757,643.1318299,227.4136689,509.60614,720.4748497,0.004483282,956.2582212,0.005860295,0.997851087,0.320311657
973.7477931,662.2783439,240.5166265,490.3951031,682.2781182,0.004217124,890.4478532,0.005429777,0.971926089,0.289805678
1027.408917,673.0614169,228.2914498,509.0077705,740.6606623,0.004608452,968.1056662,0.005932148,1.010392368,0.318451927
1007.321449,649.9357893,223.716284,497.8571694,705.5371124,0.004371714,929.7213628,0.005675932,0.974370173,0.294706133
1010.922733,647.7534635,238.3157279,504.8263897,702.8635143,0.004366566,929.7495849,0.005693203,0.995420336,0.317787034
1009.149837,653.1486271,229.2556609,511.482241,720.4037086,0.004487008,944.5548315,0.005792498,0.997135586,0.318011502
1019.622093,670.2545148,229.1308406,499.7612563,723.6051011,0.004486925,950.6480835,0.00580902,0.995720108,0.304725948
1037.998883,682.7081128,236.3247912,499.1024595,732.9259529,0.004543486,971.8578362,0.005940111,1.014808744,0.315039449
1040.465222,667.5561173,230.9067894,494.1052956,719.6859781,0.004452977,966.7124204,0.005897664,0.99826359,0.304793584
1005.150466,673.8625378,230.4330408,499.0930724,719.922272,0.004463484,937.9059497,0.005730388,0.991686797,0.300804294
982.9036808,675.6500821,228.5478028,499.0811562,715.5990942,0.004437439,920.2902221,0.005622036,0.981807127,0.292983371
1013.219931,663.6025847,223.7892315,501.9987389,723.2130201,0.004488273,945.706368,0.005780874,0.98805036,0.301493793
1026.70079,669.4061075,229.6849854,512.2824924,740.4071868,0.004612575,968.1632213,0.005938947,1.013396006,0.323956158
996.8648656,648.3955606,227.3148514,507.0278757,708.9263175,0.004408418,928.1293632,0.00568331,0.983000677,0.307080216
1020.045208,665.7123878,228.441809,504.9043872,727.2342144,0.004518036,953.2688183,0.005833931,0.999172814,0.311215535
1025.568043,655.6958941,226.9942954,483.4282234,694.6218509,0.004281161,930.9641173,0.005669086,0.970839926,0.283524066
1023.477332,661.907704,231.9393189,508.5682092,727.4682253,0.004525586,956.1081387,0.00585911,1.006114011,0.320268417
1025.52803,677.3374533,223.8704242,500.87216,736.4285455,0.004568228,963.7068279,0.005888975,0.998440636,0.303167824
1014.171843,666.8831007,232.3365189,505.2426259,723.6871976,0.00449682,946.6939132,0.005795636,1.000977652,0.313388979
1029.991721,669.0723223,236.1287314,510.2834762,733.938707,0.004568755,965.7357823,0.005922743,1.017895622,0.327961896
1015.879729,652.6601139,221.5395128,496.3559257,710.0612785,0.004397024,939.2661829,0.005730811,0.975691499,0.29322763
1031.604863,640.6890894,238.2293335,512.9986568,715.3545739,0.004457114,953.9153531,0.005855839,1.010435907,0.334763241
1035.669444,644.6332269,227.8481058,490.0091297,697.7480927,0.004310288,945.0646456,0.005760648,0.978224262,0.296042397
1020.755455,662.4969933,219.8784791,508.2291348,734.443061,0.004568391,959.7511721,0.005876545,0.994681785,0.308582851
1039.118008,656.7175922,227.7896726,508.6794392,732.1079517,0.004554004,970.3479702,0.005945133,1.006931986,0.321389975
1036.860537,655.5124222,230.729676,487.8571657,700.7453095,0.004325847,948.689176,0.005781436,0.983717718,0.295699167
1043.627673,668.8688231,229.7904762,514.6511332,748.9253032,0.004669205,986.5023917,0.006055929,1.023248325,0.332091191
971.8597696,644.214942,235.0969031,485.9583626,666.3613013,0.004111625,874.0633193,0.00532558,0.952961881,0.279191995
1003.111202,659.4887053,231.4689038,497.2722457,704.879572,0.004367051,926.2989894,0.005656662,0.98286221,0.299124622
994.5865494,649.8644646,239.898851,509.2858098,701.8769618,0.004368466,921.9938149,0.005653926,0.996309588,0.320624124
1027.093401,662.6779446,230.6983029,484.3158924,698.5734672,0.004307187,936.9823585,0.005707111,0.978807747,0.288035959
1022.977415,657.5945347,231.0872112,498.531846,711.8989326,0.004412014,944.8402087,0.005772039,0.991431568,0.306094286
977.5145059,638.0583049,230.4732214,498.7174182,681.6938945,0.00422626,896.1785859,0.005474723,0.963331609,0.293762157
1018.792488,665.1099326,227.5688775,480.9251237,696.1051432,0.004286738,925.1735188,0.005631861,0.97000335,0.278562081
989.5240383,669.4634082,234.7717077,524.6123465,742.8253233,0.004650971,955.6918739,0.005886457,1.017044648,0.334328059
1046.307116,682.771589,238.0296888,506.9792314,744.4922664,0.004628564,985.0492894,0.00603587,1.02915626,0.329544888
989.1975173,657.5379904,226.1186735,503.7012197,709.7956184,0.004408651,923.3228167,0.005647709,0.979232077,0.299248751
990.8033506,642.4694749,224.5823821,511.7621025,714.0626522,0.004448668,929.2685145,0.005697602,0.981020623,0.309529089
1052.026857,661.4132975,233.6710934,486.6480911,705.0430095,0.004350742,965.1894998,0.005881566,0.994142369,0.300845366
1027.139382,692.6344821,229.8241693,486.5708001,726.5438339,0.004483999,957.981465,0.005836816,0.994833801,0.289426938
1025.925979,678.5609732,224.1210332,520.9660899,761.9902341,0.004763011,987.4867782,0.006071625,1.022787885,0.330133804
1034.603527,633.8367721,227.3531367,488.1743863,687.3356195,0.00424294,935.6028468,0.005701336,0.97025812,0.293213077
1037.294326,652.793369,230.5029898,499.1135356,714.4263868,0.004428173,957.0707823,0.005847648,0.995477166,0.310579872
1020.848641,654.8781917,228.365263,501.5082412,714.8847928,0.004435426,945.2805864,0.005779013,0.990430595,0.307164157
1058.190035,644.9477426,232.4092819,512.798136,731.9838304,0.004559546,984.4502131,0.00604089,1.018531249,0.336851103
1032.169845,674.6287477,229.6735298,519.775269,753.6767649,0.00470854,985.3403731,0.006058247,1.026957953,0.335318594
1028.045387,640.72588,235.0415075,501.7853901,702.0617411,0.004355946,941.0639751,0.005756045,0.992939162,0.315813776
999.2774007,681.4056792,229.4653804,490.8587401,714.5838674,0.004417084,929.0388855,0.005663816,0.982444002,0.287250831
1050.025453,646.5787124,235.7981927,488.9642635,695.0232972,0.004292195,957.2674302,0.005835603,0.990831544,0.305576971
1012.57166,656.4473716,233.3686596,506.9404364,716.5778691,0.004455375,940.6795279,0.00576215,0.998317783,0.316425908
993.6437706,642.6032047,233.5946376,498.8807305,689.5616689,0.004274761,908.7147335,0.005552667,0.974815869,0.300973757
955.0926154,636.1238656,227.4255147,496.189454,674.6502055,0.004179386,878.3004438,0.005360342,0.948062003,0.28185706
999.118387,674.3925733,227.4493917,488.6073492,707.6371085,0.004370327,922.570354,0.005622174,0.974812529,0.282741733
991.625297,661.6302339,230.0035904,511.8136565,722.8576521,0.004503663,935.8782943,0.005740104,0.994902864,0.314010869
1057.429389,641.7160919,226.3560084,486.7230446,698.0825285,0.004307138,961.8138881,0.005859784,0.981330694,0.296855722
995.3207378,646.562056,239.6250961,501.7218679,691.9646269,0.004294305,911.3435019,0.005575596,0.985912598,0.310480931
1029.50884,653.2102783,224.9860146,489.4227979,703.544886,0.004345167,943.3777508,0.005749362,0.976544333,0.290866013
1028.782481,654.053729,232.5782411,502.9195895,715.6252875,0.004442178,951.2886507,0.005819751,0.998640472,0.314992033
1047.625189,658.0696115,238.451268,488.9912457,700.6257488,0.004327215,960.4050001,0.005855225,0.997454001,0.306918222
1008.341983,640.6296907,226.0547694,497.5283454,696.7229846,0.004316403,924.1198887,0.005641956,0.9720307,0.296800686
1044.695799,676.8262645,234.8713769,477.4213269,700.9474331,0.00431178,950.5716992,0.005784971,0.988663761,0.287194397
995.1907444,668.4728445,229.2165866,492.8524039,705.5793642,0.004364525,921.5651553,0.005619733,0.976772176,0.288899691
1003.019154,659.0175938,229.8873673,502.2336608,712.0476043,0.004419676,930.7857647,0.005692129,0.987049765,0.304330199
988.3236649,651.634665,219.0960291,492.1431166,696.837061,0.004309117,908.8067729,0.005539754,0.957036762,0.278086818
974.5644709,668.8310988,225.0871473,493.3216602,702.9931651,0.004349948,905.7346334,0.005522864,0.965702027,0.280381014
1028.173375,653.5066331,231.4437315,508.6996656,723.297078,0.004499562,956.3912857,0.005860912,1.00391544,0.3215793
986.3641845,642.3159787,233.7104907,513.2529983,707.4269576,0.004410042,922.5063095,0.005661832,0.988710895,0.318328005
1026.344294,652.2132133,229.050786,507.8340242,722.4427516,0.004492792,954.3226533,0.005845836,0.99947178,0.317829542
1031.469892,665.3355966,235.0553902,490.916434,707.6830801,0.004373888,951.4934226,0.00580182,0.993190013,0.301649872
1009.48576,667.9322033,231.1129963,500.2708197,717.6093939,0.004450879,939.2509341,0.005740909,0.992651847,0.304337641
1021.500988,628.3157382,234.4251651,501.3195435,690.6413702,0.004284305,928.1471342,0.005675987,0.983379974,0.313134208
1024.258778,672.9871312,235.5282053,510.6344916,735.9885186,0.004582365,963.1219304,0.00590712,1.017186791,0.326148098
1000.375149,637.1246332,230.8729487,504.6565759,695.4176208,0.004320174,919.5529677,0.005627909,0.979484627,0.308306751
998.4384793,648.115637,230.9842165,516.0677434,720.1992256,0.004493957,940.2796551,0.005774984,0.997262962,0.322815037
1027.953594,655.2064074,227.6853598,520.1595742,741.0383104,0.004630132,974.2820672,0.005990224,1.014821122,0.333418241
1023.805553,664.4178082,227.7905313,498.819154,720.3297345,0.004464804,951.3321101,0.005811064,0.992524648,0.303671658
1013.987502,670.0541702,230.7360577,503.7095411,725.3504117,0.0045046,947.6944782,0.005798486,0.999222731,0.309791416
1033.042374,670.6714558,228.9600584,517.975591,749.35984,0.004678197,981.8519994,0.006033202,1.022734574,0.332673262
1000.464675,648.8420786,224.6393268,500.0557056,704.4088011,0.004368577,924.1881618,0.005646226,0.974332034,0.296511813
1052.461548,672.2942829,235.6360004,496.7260197,726.3846055,0.004498925,981.0482193,0.005991766,1.012796367,0.315741921
1047.522247,666.4560782,228.3340662,517.5279568,753.2610915,0.004701161,992.8923188,0.006100011,1.025916173,0.33582993
977.2928029,654.0027533,222.8734838,501.0465914,703.5504384,0.004365878,911.7940603,0.005571554,0.967004167,0.289830576
1016.780068,674.2544451,237.014223,500.2063327,720.3392261,0.004467683,946.0536446,0.005784466,1.003682661,0.311318306
1028.133686,655.5814244,233.5395725,501.5414279,714.0758615,0.004430339,949.6473906,0.005807606,0.998289319,0.313769108
1028.896281,666.4011165,234.3846127,498.4369433,718.096028,0.00445034,953.7844529,0.005827715,1.000769982,0.310284716
1024.046695,672.3314233,234.1035383,489.7489936,709.9575614,0.004386099,946.4211186,0.005769758,0.99114254,0.296971302
1009.979189,648.6579037,227.3090758,494.5133231,698.5293381,0.004322804,927.2405232,0.005656122,0.97398323,0.294123726
1046.951795,652.5234296,231.9158934,505.742728,724.9167441,0.004504065,970.7494636,0.005943759,1.008461657,0.323458716
1004.744226,684.6415628,227.9901646,499.2029455,730.3817567,0.004528703,944.7971852,0.005771847,0.994680321,0.298424855
1005.932601,671.311578,236.8782217,483.1640204,692.9893439,0.004271335,916.8804779,0.005584667,0.977798112,0.285618783
1013.00075,664.3318408,231.7646969,508.3229818,725.4223527,0.00451286,947.5027947,0.00580585,1.002403264,0.316758348
1036.42266,651.9925701,227.1232989,512.6098745,732.9587794,0.004566105,969.5645181,0.005947232,1.007596988,0.325417435
993.2960294,674.9938086,233.9138426,489.8802106,702.9546077,0.004343716,916.7391655,0.005588732,0.979555335,0.288311684
1026.623458,679.384019,217.6439658,488.8180556,728.003212,0.004495721,956.5105866,0.005827639,0.981017406,0.282477225
1035.393266,649.6833604,232.9935655,479.5307477,682.1615378,0.004198636,929.8212291,0.005659995,0.972749104,0.286438444
1000.231249,647.1321357,227.7204784,506.2495712,707.2537035,0.004396563,928.6287299,0.005685157,0.983231588,0.307362051
1007.78183,669.3764879,232.5933653,504.6892329,722.6852444,0.004489907,941.4962729,0.005762913,0.999055849,0.311012679
1019.148897,683.4347461,227.1269573,508.9984345,746.5788995,0.004645742,966.5206862,0.00592199,1.010793195,0.314786815
1014.84422,654.3388983,225.3992239,492.7769732,703.6881046,0.004351862,933.2460805,0.00569036,0.97507091,0.291427649
1017.532304,678.2274134,227.8962023,487.8042341,715.4261756,0.004416795,942.3097396,0.005741969,0.983737073,0.287096669
1033.199833,652.3191443,230.9736929,494.9488967,706.9952403,0.004375462,949.9864614,0.005797161,0.989056364,0.304305741
1015.417342,682.0911374,226.2603094,512.0310521,747.1557735,0.004654766,966.370927,0.005926252,1.01139586,0.317065405
1012.309985,663.3798649,233.1819861,479.2648074,686.1955847,0.00422342,913.4735636,0.005560195,0.969185816,0.279336288
1010.899392,677.4535431,232.9804512,490.666399,712.2583103,0.004402099,936.586803,0.005710312,0.988129708,0.293360011
1054.164932,656.6353956,228.4822565,497.8054803,722.625641,0.0044767,977.7257944,0.005970837,1.001350873,0.311878792
1024.070101,646.8305943,235.1281078,495.47183,697.2605209,0.004316213,935.9140205,0.00571358,0.986774009,0.306167445
988.4897431,655.7976748,232.434703,520.0612144,728.4369687,0.004552875,942.3500596,0.005795315,1.002765884,0.326412353
1009.371446,676.6435135,226.0525372,502.8112102,731.4749954,0.004541315,948.6572169,0.005801142,0.995387801,0.303057984
988.3895948,669.8072485,229.1425188,498.4034836,711.575667,0.004411026,920.7365275,0.005623813,0.98100192,0.29426049
983.2249651,634.7471184,221.4717884,497.9402015,686.908937,0.004257054,903.7279724,0.005516561,0.955745547,0.286720364
1009.092812,647.5518653,228.0377041,494.6835128,697.0815802,0.004314133,925.5398438,0.005646323,0.973904123,0.294752275
1038.653023,665.4253613,231.6524822,489.5393063,710.4290854,0.004388526,958.190446,0.00584096,0.991838365,0.29894446
1023.187704,658.5732639,235.3987657,506.3352872,719.2855111,0.004470906,950.0569136,0.005819262,1.0048195,0.320358727
1003.963512,692.4238073,232.108999,514.485906,750.5923521,0.004681225,962.6458883,0.005909923,1.019427781,0.321980471
1046.602953,661.1821263,226.022748,496.2708401,723.3718168,0.004478804,972.4121126,0.005934702,0.99634506,0.305422583
1001.428702,670.5425977,235.3047452,496.8603132,709.5041204,0.00439531,928.2307501,0.005669064,0.99013256,0.301151281
1026.969531,670.5120876,222.3375576,501.9651707,734.0183141,0.004554951,963.028475,0.00588624,0.99583455,0.303911742
1019.793364,644.9770486,234.6968076,505.8245247,707.8793686,0.004399023,939.4165656,0.005752922,0.99585975,0.31846676
1025.42781,673.7061832,234.1334063,490.4692788,712.3996562,0.004402351,949.4787737,0.005789017,0.993236931,0.298302502
962.9627245,671.7924804,224.4607241,490.6815748,699.150726,0.004322308,893.5035178,0.005446106,0.958919544,0.273205588
1012.414093,665.9901194,231.600406,510.576167,727.5865731,0.0045302,950.7576123,0.005829758,1.005435332,0.319419347
1035.762362,663.6770369,224.6257926,509.6858665,739.8949941,0.004604382,973.4328062,0.005964726,1.007235477,0.318826108
1020.367535,655.094596,218.0400439,513.8614719,737.5949096,0.004597795,964.2747391,0.005913782,0.996088209,0.314601469
1038.809254,680.6767656,223.5102419,492.6273797,733.138858,0.004533723,973.6147982,0.005936235,0.995891663,0.295722313
1024.188677,634.8612405,235.1419771,504.5451066,699.9316303,0.004347237,936.6678503,0.005734003,0.991930198,0.31867247
1032.453816,651.2208955,233.5136899,494.7118661,703.4395577,0.004353076,947.2638176,0.005781011,0.990107299,0.306012502
1028.08768,648.260443,239.4475894,480.8723893,675.5832753,0.004160361,921.7553783,0.005613014,0.975933284,0.291699196
1012.345976,666.9082676,220.579393,509.7769776,735.9257452,0.004580753,956.5908143,0.0058602,0.995595776,0.308738959
1011.544288,647.8101377,230.2360524,493.3109159,694.7374299,0.004297397,925.520854,0.005644601,0.975288608,0.295501184
1011.984542,673.1658386,222.2199643,507.4531987,737.165072,0.004584491,955.5923487,0.005850501,0.99704433,0.306771103
1018.606158,643.6027037,233.7357143,484.1936829,679.3917631,0.004188469,916.5572537,0.005583035,0.968715823,0.288591536
1039.69731,665.6743432,229.8497166,510.7231213,740.0820592,0.004607319,976.7355234,0.005988767,1.015508517,0.32584742
1001.27247,647.288341,234.0709818,501.8973873,699.0029717,0.004338056,920.3063074,0.005628866,0.984065511,0.307391015
1018.084243,675.3626239,223.8504866,512.3674994,744.7826884,0.004640387,966.9121173,0.005929322,1.007698445,0.316368669
1047.713235,667.4250121,236.6545104,509.3461313,737.1981018,0.004586885,980.5981442,0.00601242,1.02410403,0.332327244
1052.151095,677.0059109,229.807819,519.1951567,763.7473982,0.004769662,1004.285288,0.006173739,1.036117793,0.34038636
970.9428069,653.7836078,230.043385,503.2109496,699.2971264,0.004343265,905.1590663,0.005537043,0.972872709,0.297141308
1035.623757,661.6965937,222.6194613,497.407898,724.2469968,0.004486277,963.2669074,0.00587966,0.990363363,0.300863027
1007.759061,652.4268363,227.1544468,485.3048589,689.3467268,0.004251547,913.4198102,0.005563696,0.964088127,0.281184958
1016.715199,668.5085864,233.4585526,495.5680424,712.7255342,0.004412678,941.6055975,0.005747903,0.992461465,0.302149188
1002.344125,689.396359,230.4627881,481.5401502,709.7100155,0.004371964,922.6847313,0.00561764,0.977646402,0.276508347
1006.011737,644.0625235,234.0724654,511.2978933,708.6066887,0.004413213,934.4554017,0.005731889,0.995570549,0.321413616
1029.865108,686.5217683,225.9273396,502.3615381,745.4653663,0.004626947,972.7466848,0.005947666,1.008070156,0.307867592
1025.778813,664.5197235,229.072154,493.6985841,713.7049864,0.004415312,949.7422731,0.005792618,0.988544294,0.29856054
1015.346406,654.3754425,225.0952464,514.5412911,731.0587132,0.004558458,956.9813806,0.00587276,1.000327444,0.320161471
1015.106481,678.1584687,230.3670563,512.3278691,742.0539486,0.004623463,962.1915317,0.005902616,1.013268645,0.321085797
979.8104362,688.9750838,233.8467351,501.5580341,723.5510587,0.004491289,923.9252177,0.005650318,0.994248259,0.299668667
981.9407345,672.9981855,227.0125202,504.2495918,720.0759515,0.004474003,925.7704818,0.005663931,0.984906044,0.298326109
1028.882029,637.4436706,229.7273344,503.304993,705.9298754,0.004382296,944.2449217,0.005776331,0.988998336,0.313504612
989.7260308,658.904261,235.2620588,517.0632277,724.4416982,0.004522784,938.107534,0.005764887,1.003627467,0.325236518
1024.270442,660.3620794,234.3080045,512.1808555,729.0126194,0.004541399,958.6440675,0.005881996,1.012030951,0.327488723
1017.809998,668.5808465,227.2677502,485.0891911,704.4319618,0.004344405,933.0959928,0.005683459,0.975696079,0.283368957
1025.980089,660.3194922,223.4379256,512.3994675,736.3408532,0.004587241,966.1429762,0.005924524,1.003666938,0.318717349
1043.829404,687.4942883,228.2142218,510.2647056,759.0096214,0.004724604,992.6988166,0.006085228,1.025649021,0.324371835
1008.277996,684.1722358,230.5771056,510.1694732,741.7100361,0.004617913,956.6027642,0.005864511,1.010909187,0.316296326
965.6690976,653.952066,226.627975,503.0908506,701.7474464,0.004358607,903.633176,0.005526364,0.967842862,0.292606715
996.2183954,646.2669216,220.6797088,506.6190503,712.3737294,0.004429201,930.3406824,0.005693865,0.975750276,0.300730888
1021.012786,648.3223677,227.0618025,507.3791045,718.4191269,0.004467138,947.8225285,0.005804494,0.993197273,0.314083974
1041.713591,657.2210698,228.1544555,495.3433911,715.9477141,0.004431383,963.4289191,0.005878933,0.993082717,0.30471411
1017.394715,659.2330882,228.3404981,506.5570948,723.2912104,0.004496351,948.8938638,0.005810042,0.996875652,0.31276851
999.8855642,666.1368311,228.461731,487.6106591,699.3157114,0.00431718,916.8213789,0.005586493,0.970936557,0.282734542
1002.822684,664.3859733,234.6145415,501.7961467,711.8862717,0.004418084,930.5517455,0.005691563,0.993014216,0.307684018
1005.788045,664.7791784,239.8549493,487.7217428,691.6798353,0.004270262,918.2584514,0.00559726,0.982495957,0.29438808
1021.472998,652.9830692,233.2523718,488.5258298,693.3267608,0.004281052,931.1924758,0.005675712,0.978858205,0.294429522
1019.23783,659.7756068,227.3361448,507.3277327,726.067935,0.004514865,952.1514968,0.005831016,0.997951002,0.313428603
1005.627579,660.2303936,228.0218123,502.3498452,715.3697741,0.00444041,934.9268455,0.005717023,0.987253328,0.303559409
1007.987196,669.7264729,231.7513778,497.6863484,714.7247568,0.004428775,936.4566064,0.00571954,0.990395635,0.300990727
1001.746931,664.1221478,226.2177936,504.9782945,719.9728866,0.004473623,937.427392,0.005736289,0.989012783,0.304306601
1045.582154,642.4281776,229.6354245,496.8325247,707.0328445,0.004378259,958.8931825,0.005854436,0.99085411,0.309485905
1050.77694,666.3335396,233.7832079,516.7063526,748.9372891,0.004672675,992.46367,0.006097859,1.031054384,0.340523305
998.8287981,643.2012907,229.7709438,493.3603195,687.4577718,0.004252708,911.6528588,0.005559917,0.967548752,0.291759682
1029.290804,671.9366562,232.6853312,495.5464938,720.2914517,0.004459246,956.5177775,0.005838688,0.998715313,0.304918012
1047.955126,694.5405075,228.9570011,486.5068192,733.5434836,0.004527015,980.751045,0.005975456,1.003930739,0.294533403
