V,T5,TA,TB,SEQV_B1,EPTOEQV_B1,SEQV_D,EPTOEQV_D,DOF_27387,DOF_88479
1018.306459,660.5695793,226.9775648,498.0470325,715.0933064,0.004431132,944.0702904,0.005765045,0.986833125,0.300505571
1000.878852,632.1631082,233.182824,484.8311241,666.629818,0.004110598,892.8090953,0.005438691,0.956297177,0.284322193
1026.299736,683.3552154,225.6066195,498.5551597,737.3369199,0.004570043,965.1443826,0.005894218,1.00037245,0.301633001
1011.211053,651.6280362,234.4693895,501.771784,704.9518235,0.004374528,931.458927,0.005697031,0.990397759,0.310226504
1010.838066,680.3241521,224.9573698,514.3247563,748.9198565,0.004670015,965.9898296,0.005927609,1.010228757,0.317751873
1000.006014,645.8342791,227.9337838,491.9990506,689.4976061,0.004263143,912.814061,0.005565521,0.966146743,0.28865211
1040.824687,670.7449736,231.0165421,512.1958772,745.2915159,0.004642396,981.5295088,0.006021309,1.021103311,0.329032064
1022.162081,637.0302674,239.6884425,498.8892917,690.1408125,0.0042775,928.4074179,0.005675185,0.989405182,0.314507249
1042.685956,642.6553729,224.9701192,515.8239191,733.1431228,0.004572402,975.0812044,0.0059862,1.007880146,0.329892532
972.5965058,652.0447606,227.200887,511.4562391,713.1372324,0.004443106,918.7985045,0.005633745,0.979989291,0.306163031
981.0302235,674.2992146,230.5796065,505.3269827,719.4216981,0.004471837,924.808802,0.005661127,0.989425399,0.302579729
996.9161904,658.9299209,229.4311621,501.5832977,709.2917573,0.004401716,925.1063853,0.0056561,0.983349863,0.301380414
1047.153969,649.711142,234.0472629,503.513401,718.4823539,0.004460364,966.652554,0.00591542,1.006471185,0.322492345
1008.445787,662.6894875,237.07641,496.122234,703.397437,0.00435597,928.8021385,0.0056719,0.990036084,0.30390337
1017.140541,638.2182713,231.3141376,494.0067905,689.4815974,0.004265694,925.6096145,0.005646716,0.974903509,0.299190802
1029.973237,670.2367105,235.1734207,497.7219684,719.9888907,0.004460956,956.2268146,0.005841654,1.00287618,0.310228574
1045.226057,666.0983078,229.9509519,528.7739248,764.0786891,0.004789332,1005.459991,0.006199237,1.039455911,0.351310525
996.2437088,658.9904904,220.5427083,495.3291577,708.015061,0.004383372,924.3060002,0.005637272,0.968510858,0.285404221
1002.799139,646.0574743,232.4918641,484.5349958,677.9574908,0.004180198,902.1120033,0.00549504,0.962593463,0.283486493
1018.340677,653.9858239,219.7766614,495.9356514,712.6015187,0.00441199,942.9514013,0.005751866,0.975430549,0.291865224
1030.298759,663.1493238,228.2778873,498.6213902,720.9048583,0.004467856,956.557954,0.005842829,0.994860912,0.305712609
1021.39684,660.8176566,230.3926379,479.5984046,689.2209289,0.004242358,922.508365,0.00561504,0.969892935,0.280044298
990.92252,665.0374697,232.0103873,509.1898224,719.1863427,0.004476456,931.8705543,0.005711614,0.994851373,0.311980961
1004.128206,667.2968462,230.330379,514.9433098,734.1506689,0.004579161,952.4033866,0.005847218,1.006635288,0.321777545
1015.510954,662.1940544,226.7798672,491.8080129,707.730158,0.004375442,936.3953344,0.005709053,0.979033428,0.291287463
1026.233411,678.7876327,224.6038843,500.1568858,736.3689529,0.004566658,964.1497673,0.005890655,0.999206565,0.303005334
991.6797201,667.4965228,234.5415907,508.0444811,717.0682037,0.004461269,930.2517046,0.005700563,0.997156098,0.312830788
1018.916146,669.7518723,228.0151292,487.297749,707.9420883,0.004369518,938.1779775,0.005716385,0.979847137,0.287164656
987.5786207,665.9764511,227.8617868,505.9948308,717.8222445,0.004462613,928.1823333,0.005682018,0.986648866,0.303124119
1014.589543,664.0178407,228.0965773,515.6805546,737.0106627,0.004597755,961.0645577,0.005900953,1.008393986,0.323813767
1028.806852,652.4191889,216.0110276,498.9716857,721.5606671,0.004472151,956.0139387,0.005835802,0.9795857,0.295737703
1043.953293,666.9014981,229.7579763,500.8889148,730.2469617,0.004529325,973.2719682,0.005949631,1.00636967,0.313819042
1033.293121,646.8085439,233.0927957,499.5333503,707.0898235,0.004383405,948.6489537,0.005797804,0.993683128,0.312417929
1055.019887,652.4850622,233.9760539,515.4923008,738.4649841,0.004604849,987.6442998,0.006066061,1.02517855,0.340707166
986.8286315,648.2831033,231.9578011,513.5366722,713.6646195,0.004449453,927.3026075,0.005691169,0.990469539,0.317103549
1025.328077,643.4494456,230.2203048,502.2818737,707.4962516,0.004390544,942.9900592,0.005767019,0.989492851,0.311391576
1026.478271,656.3720505,226.0647358,492.5990623,708.4964629,0.004381073,945.5832674,0.005765616,0.981269952,0.294984485
1013.504482,662.7205922,224.0430283,497.2915475,716.3816071,0.004438004,941.7644955,0.00574861,0.982512597,0.295606893
1004.768203,667.8858753,227.3263029,507.2266241,725.8694324,0.004514069,943.7770553,0.005779515,0.995575581,0.308996446
1038.30656,645.5287928,223.4777829,501.63423,717.6991232,0.004452362,959.4604049,0.00586426,0.989568133,0.308383489
1039.062229,648.7671958,232.1297752,507.7668084,721.7593065,0.004488002,962.9071988,0.005899435,1.005860848,0.324187046
1037.541674,666.932105,226.3041851,507.5395768,738.9299913,0.00459469,974.0005911,0.005964904,1.008443275,0.317833125
1021.35511,672.6076298,229.0873293,521.1979727,752.6094871,0.004704923,978.589267,0.006019137,1.022600175,0.333641852
1019.654678,663.9727487,230.5720383,504.5365212,723.6598907,0.004495212,950.5140941,0.005817163,0.999575525,0.312522065
1030.500993,649.972453,235.6594334,492.1017341,696.7954313,0.004308057,942.4946738,0.005748062,0.987498384,0.303898466
1006.522349,660.2971071,228.8049523,493.0157982,703.3509081,0.004350539,928.0005677,0.005659072,0.977475232,0.292131664
964.5369276,653.9287984,231.8236855,496.6552216,686.3580016,0.004252558,891.2423674,0.005441568,0.964231594,0.288257951
1034.780141,624.425169,232.1580975,507.723876,702.5187729,0.004368005,945.6984274,0.005793895,0.992782447,0.323607784
1047.385047,671.4858725,219.1400632,481.4218997,715.9136853,0.004409261,961.1367614,0.005849914,0.979079658,0.280289855
1052.604739,659.898403,238.2029058,494.662,711.8180125,0.004405269,971.8378951,0.005932699,1.006867728,0.315641694
1021.862256,673.7474359,234.7388199,509.9121299,735.5106411,0.004578227,960.9253796,0.005892056,1.014991305,0.323768852
1024.784616,652.5191678,221.3444242,492.6764814,708.4134332,0.004380568,943.2197286,0.0057505,0.974987636,0.290764104
1025.218603,680.7859311,230.7246035,498.1195341,730.5376051,0.004527235,959.7745142,0.005862457,1.002482169,0.305218879
1034.393963,640.2313564,235.0510593,493.5031023,693.1567474,0.004287446,941.8686124,0.005746442,0.985755444,0.306611812
995.0569344,649.2469773,231.1940258,515.2601596,718.7797484,0.004483861,936.9420405,0.005753125,0.995633539,0.320959167
1014.489406,672.9600794,238.3876395,490.4281609,705.4165468,0.00435938,935.8462121,0.005706484,0.991862685,0.298894799
1019.930675,672.8883039,227.6276366,506.4360998,735.3311355,0.004571094,958.8656923,0.005870651,1.003589559,0.312317699
1031.750262,665.3687747,225.5601346,480.4787906,700.558466,0.004313385,938.3457232,0.005711409,0.973501596,0.279985338
1002.080635,666.532728,234.1750863,498.9615851,710.0573037,0.004402099,928.9278509,0.005676567,0.990011215,0.303247759
1011.931691,674.2891909,223.0379746,502.7548016,732.6200844,0.004548171,951.275013,0.005816001,0.992775388,0.301193741
1042.394126,669.6476748,238.0709689,486.756954,705.0938122,0.004351615,958.5492676,0.005841921,0.99768649,0.301787057
1042.03004,654.9150122,230.4616347,489.188032,703.7960446,0.004346707,955.651461,0.005824977,0.986976446,0.298725039
1013.082247,647.4986409,236.11743,498.8686996,697.5325446,0.004323666,927.6549534,0.005669308,0.987285958,0.308446349
980.5254904,652.1904496,228.5890264,498.2908118,694.0791439,0.004302395,905.9547356,0.005533116,0.969001027,0.291988964
1038.033351,659.2574933,231.0743957,487.507811,703.0379063,0.004339558,951.3900639,0.005797673,0.985857912,0.295766798
1005.454979,641.0844707,234.5596015,513.034817,708.6718412,0.004416531,934.9839707,0.005738354,0.996439968,0.324104023
1018.665705,644.6618907,231.1260436,498.8343786,701.0526957,0.004345165,934.0927682,0.005706893,0.983990426,0.30567471
1038.965794,666.2981308,228.1920738,490.0225961,714.7371847,0.004415775,960.777565,0.005856542,0.99004918,0.29669574
1018.032299,666.1682551,233.9667313,520.3012951,741.2330552,0.004632188,968.527142,0.005957346,1.021401672,0.336024924
1041.865883,665.8186249,232.0621701,507.5734167,735.2297013,0.004571668,974.5248274,0.005970263,1.014730992,0.324199514
1028.417975,659.971875,231.451703,490.9356061,705.3946504,0.00435939,945.9520214,0.005767443,0.986336476,0.297834934
1026.806887,646.5089614,232.2308396,497.5077225,702.7282411,0.004353227,941.1435301,0.005748059,0.98768281,0.307127034
1030.889666,631.6442503,234.5332294,502.5184261,697.7815743,0.004330331,939.7860864,0.005749342,0.990385188,0.317412413
1051.661983,678.0217761,236.3057256,494.0213572,726.0108323,0.004492436,981.7112267,0.005991142,1.012580727,0.312333654
1016.821325,649.2634183,229.2182015,501.8066633,709.0993406,0.004400059,938.2814296,0.005737021,0.987196648,0.307320416
1009.636941,656.1115259,228.5303255,496.3778845,705.5316487,0.004369338,931.5175193,0.005685994,0.980484889,0.297321611
1000.500863,663.0482796,226.7344705,501.8760023,715.9846575,0.004443666,932.1863883,0.005698987,0.984818309,0.300316678
1022.515963,666.6435881,240.1729746,502.7020946,716.9174738,0.004450349,947.698231,0.005800054,1.008230899,0.319337348
1035.167863,641.4653586,224.259334,483.3586783,688.5782687,0.004243359,933.2906446,0.005682767,0.966024804,0.284293975
1039.373251,659.4806772,228.9219912,509.3707071,734.2825989,0.004568775,972.1991332,0.005958145,1.010102568,0.323301467
1005.74475,655.6399104,234.5135525,531.641424,747.2797742,0.004690647,972.3294677,0.006001872,1.02542463,0.348172819
1029.088951,669.6716923,227.8881705,503.4663175,731.884277,0.004544254,962.9822637,0.005890626,1.002715514,0.311276289
1055.963478,671.1990499,230.8156841,497.5716981,731.7934154,0.004533555,986.969654,0.006027739,1.010666163,0.313707221
1026.929946,635.8221734,222.8392692,503.4484505,709.4206098,0.004404164,945.2335441,0.005780226,0.981810922,0.307261702
997.5503139,667.072358,227.2276256,497.4712462,712.4957494,0.004414831,927.8243282,0.005664867,0.980782906,0.293981737
1015.806482,663.7216726,223.4229333,524.4289409,756.1582982,0.00473316,978.7689044,0.006024163,1.015062268,0.331598655
1028.208993,663.567799,222.1759763,505.6289022,733.8961489,0.004560291,963.6324101,0.00589646,0.997214466,0.309168499
1072.905086,653.4558374,229.6094045,504.6240889,734.7412028,0.004562839,999.6454145,0.006117885,1.017011011,0.327535944
1003.396035,679.9289881,235.7442291,494.9659962,714.9624543,0.004426129,933.3498613,0.005697202,0.99353598,0.29930163
997.1112312,670.5800168,228.5350357,488.0315565,702.4377696,0.004337284,917.2736071,0.005589591,0.972423961,0.28245571
990.4943054,647.3163833,230.5516034,500.9650437,696.0887593,0.004318799,912.7734372,0.005579992,0.975555214,0.300092451
1005.215546,676.0194911,222.8202192,499.065462,727.3398361,0.004509384,943.2348585,0.005760262,0.986353402,0.294216791
967.5821946,656.9183863,224.2859823,517.5040038,724.7912725,0.004526075,928.2974723,0.005701584,0.984917577,0.310177869
999.9382178,670.094989,229.440888,499.5041199,716.5074403,0.00444308,931.9402968,0.005694293,0.987400954,0.299148379
1047.078075,663.1366778,222.433139,490.7134136,720.1280739,0.004449845,970.1330345,0.005913189,0.988143836,0.295195554
1003.068414,678.3831577,227.9612854,501.511656,727.792303,0.004516497,941.7000569,0.005756958,0.99368262,0.301169985
1029.610475,669.002498,233.7740193,516.1788063,742.8575347,0.004634603,973.1011673,0.005977859,1.022571664,0.333626616
987.976619,643.3849412,231.9531423,481.3089595,667.5381736,0.004111315,880.8208564,0.005362685,0.951115029,0.274792187
1015.827788,670.1074652,230.4100459,510.7501908,733.901619,0.004569769,956.590851,0.005865431,1.007969677,0.319444731
963.8191814,665.06477,236.9485538,508.0511953,708.048176,0.00440628,907.5540098,0.005562238,0.986934387,0.307505335
1008.549311,650.438537,229.2051101,489.9767566,692.3092618,0.004277187,919.6883155,0.005606036,0.970539178,0.289316466
1004.718992,643.8123391,229.8425242,504.614203,704.0722959,0.004373836,926.9157632,0.005672562,0.983435161,0.308367327
1069.371715,656.2180528,223.2077649,500.5915426,735.0878464,0.004558198,997.9143634,0.006097424,1.006669689,0.315544914
1000.614936,667.4201224,225.6549616,492.7988393,709.0313357,0.004385573,927.1879612,0.005653446,0.975499318,0.287336435
1024.145338,654.1177579,223.143309,493.6052942,709.2948187,0.004387607,944.2637458,0.00575788,0.977988137,0.293250947
1019.429416,640.351059,227.8818335,489.9653618,689.3023371,0.004258123,925.2948923,0.005640024,0.969312921,0.291515848
1053.701732,645.7057468,228.6700394,509.9904505,730.1589565,0.004543486,979.3465234,0.006003038,1.010401094,0.328452743
1007.567186,672.7787236,227.4148693,506.5592787,730.2805508,0.004540324,947.7612182,0.005802772,0.998329378,0.308825267
1021.462258,667.6845508,236.3377033,489.3473556,703.3200097,0.00434458,939.8176457,0.005729527,0.989300971,0.297779433
1033.230187,665.5409854,228.5259129,492.9406235,716.1453544,0.004428971,957.6406742,0.005839851,0.990865172,0.299192858
1078.440489,668.1981759,226.8248637,492.1116534,731.1093026,0.004520219,1006.941467,0.006139775,1.009574466,0.309790667
983.5165152,661.8443982,224.8629182,513.7495667,729.0420393,0.004545963,936.2496234,0.005744008,0.989623554,0.309869855
992.4266587,640.1845062,237.6498372,494.3618441,678.4031633,0.004198476,900.4562284,0.005495964,0.971398218,0.298260866
991.0073162,648.9135248,229.539587,500.2556138,698.1444473,0.004330412,913.8135999,0.005584803,0.974819834,0.298367329
982.611995,668.313145,228.8546177,488.0615774,695.8789089,0.004297177,902.6979273,0.005500794,0.965736181,0.278856874
1023.692908,644.4538923,233.4815176,494.629289,695.5449225,0.004304185,934.6172976,0.00570363,0.983120091,0.303569016
994.1207148,658.2390324,222.2272056,506.7957978,719.5801381,0.004474563,933.8986026,0.005716485,0.981928872,0.301361597
1012.990365,650.3713858,228.2328634,496.6970685,702.908235,0.00435341,931.9300302,0.005688969,0.979337162,0.298588707
1034.908901,653.2945265,233.2896796,497.0296034,709.1906649,0.004392445,952.3146679,0.005815867,0.994632198,0.309539561
1029.018754,669.855889,229.5216836,488.8675664,712.0949892,0.004397799,950.5443948,0.005793369,0.987225863,0.293360847
1030.537036,655.7938212,225.1390352,492.5400395,710.0192607,0.004390274,949.5150641,0.005789412,0.981894391,0.295298144
1011.044919,662.5301863,232.4607127,489.5988807,699.5975401,0.004321835,927.3086539,0.005652755,0.979507431,0.291960758
1014.862013,673.9958592,234.9586804,517.0090257,740.3158885,0.00462088,963.9838167,0.005923752,1.020716408,0.331460229
1030.966515,659.9473328,232.3228289,486.2429054,698.8935336,0.004312113,942.1648749,0.005740574,0.982741412,0.293128265
1000.582809,679.0878591,233.8751154,504.7626801,726.7351056,0.004515639,939.503604,0.005751278,1.001827266,0.309965464
997.5747389,672.4980335,238.8911955,488.2497156,696.5076171,0.004301211,915.4879213,0.005580615,0.982496467,0.291742369
1023.229079,665.2458427,229.8982082,500.0389566,720.7288672,0.004469373,950.9775665,0.005811794,0.995863127,0.306920362
1005.406593,681.2180578,223.9669254,515.5947092,751.5742619,0.004689057,965.0022423,0.005923495,1.009042049,0.317038225
1023.133364,661.4884636,227.1706276,496.0127669,714.7300321,0.004425421,947.559398,0.005782852,0.987095862,0.299324193
1016.343831,654.8224397,228.3272958,509.3233378,721.3084932,0.004488636,948.6573315,0.005813501,0.997594657,0.316284244
1026.424422,691.0999611,218.4969613,496.0894338,745.7485767,0.004617974,971.7694384,0.005927545,0.995462557,0.292249554
983.3226518,681.3309893,228.3801741,500.3075032,721.9620087,0.004479047,924.8910166,0.005652208,0.985942957,0.29441726
1002.039523,670.1486379,223.0836473,506.934836,729.6008018,0.004536937,945.0914173,0.005785567,0.991613355,0.304128657
1018.549776,682.4060411,221.6841668,509.1452392,750.0020175,0.004667254,968.2713791,0.005931034,1.005667895,0.310148497
1001.159914,655.4091444,233.3357761,515.0295449,722.3016971,0.004505353,942.7234178,0.005788976,1.00258479,0.324070604
1047.875105,655.5599703,231.3978555,483.5837083,697.006883,0.004296243,953.1140998,0.00580498,0.984180656,0.293828991
1013.464491,670.8499931,226.6927665,499.131706,723.1151469,0.004482992,946.0286705,0.005778808,0.990632655,0.300045832
1031.873785,659.692836,227.1904804,509.6484734,733.6200919,0.004565355,966.2956049,0.005921825,1.005838583,0.320000557
1051.489921,654.6874876,224.5508464,503.3901669,730.6386536,0.004535437,978.3258636,0.005983223,1.002452829,0.315181122
1009.874018,662.6183346,226.7633506,511.0307925,728.8881103,0.004539176,950.6060995,0.005827935,0.999193613,0.315162673
1002.278141,663.8943426,231.2910412,503.0400806,715.5056825,0.004442598,932.6774864,0.005705587,0.991155388,0.306285732
1025.456733,648.7427294,229.9600356,498.4203156,706.7660468,0.004379777,942.9002108,0.0057596,0.987275017,0.305922155
1013.867966,646.9341174,240.0266975,502.631941,699.0502673,0.0043392,929.0915152,0.005685954,0.995199448,0.317225107
978.8274748,649.8955156,230.1966915,500.5563688,693.6645188,0.004303596,905.3782415,0.005533952,0.971247145,0.295984353
1026.153818,688.3289903,225.2990949,498.8449915,741.8615681,0.004598682,968.1088913,0.005912741,1.002752537,0.301570257
1006.91148,673.7204936,229.1392318,506.8397058,729.8123081,0.004537945,947.0297126,0.005799392,1.000288782,0.310491978
1016.870113,674.8305474,229.6485595,513.5850641,741.3503451,0.004621175,964.0105586,0.005915799,1.013290576,0.322723968
996.7520558,642.7629423,221.2879804,493.6783777,693.1334505,0.004288303,913.303911,0.00556875,0.959889012,0.28446296
1005.013883,694.4124093,235.9870991,500.9148562,734.3036268,0.004556208,947.3065866,0.005793002,1.008254272,0.307484565
1015.315833,676.9725087,234.7348277,489.5514028,710.6145649,0.004390069,939.2126796,0.005725715,0.989948089,0.294657754
977.9420292,655.3379338,232.6801572,495.9284103,690.9919985,0.004279599,900.2159085,0.00549545,0.970119749,0.291605351
1028.335101,666.973338,232.1166554,500.1793649,722.2378059,0.004478898,955.7802316,0.005842197,1.00088454,0.310443331
