1,1,1,0,1032.038395,671.0519514,234.0449463,496.1364965,729.5203616,-97.91449144,827.4348531,720.2015079,0.004231351,-0.002516387,0.006747738,0.004459613,1040.51519,-23.08260837,1063.597799,958.3835482,0.005925937,-0.002616372,0.00854231,0.005851621,426.6177926,-315.1532439,741.7710365,643.0298379,0.0030911,-0.00295098,0.00604208,0.003999212,1.001318026,0.307697758
1,1,2,0,1012.256003,666.7969443,227.523859,499.4325366,695.6438632,-132.0392922,827.6831554,719.3106865,0.004136014,-0.002621361,0.006757375,0.004459881,1006.37108,-43.56394454,1049.935024,942.4973933,0.005781038,-0.002657115,0.008438153,0.005758044,399.4660039,-326.8339978,726.3000017,629.9666998,0.002974866,-0.002947755,0.00592262,0.003921178,0.989270191,0.30093013
1,1,3,0,1042.604461,630.1427297,237.7392049,503.0500041,693.0259097,-107.9065999,800.9325096,699.1108962,0.004109482,-0.002437509,0.006546991,0.004339157,1021.595364,-33.11307418,1054.708439,948.9827093,0.005857055,-0.002635031,0.008492086,0.005807712,404.4818797,-313.1771028,717.6589826,621.5473942,0.003020224,-0.002839762,0.005859986,0.003874493,0.998139689,0.324392054
1,1,4,0,991.1772671,689.3797607,226.1096358,495.2023344,699.7078511,-137.5699428,837.2777939,726.4926722,0.004138071,-0.002687747,0.006825819,0.004498323,994.9401036,-45.23414645,1040.17425,933.1747677,0.005710711,-0.00263664,0.008347351,0.005693139,399.7164356,-329.4552671,729.1717027,633.5992543,0.002946629,-0.002990495,0.005937124,0.003937839,0.98513954,0.287653272
1,1,5,0,974.1053497,662.4961932,226.7986207,488.2906101,659.2919036,-136.2322451,795.5241487,690.4747908,0.003915483,-0.00255185,0.006467333,0.004264302,949.9006071,-46.01098901,995.9115961,893.0586694,0.005452217,-0.002530212,0.007982429,0.005441875,377.0409166,-316.8982148,693.9391314,602.607649,0.002798657,-0.002836228,0.005634885,0.003735816,0.95815928,0.275283139
1,1,6,0,995.6517751,666.0627029,226.6033927,505.2810535,665.045497,-164.1594976,829.2049946,719.7594991,0.004056866,-0.002727727,0.006784593,0.004473124,982.5935313,-61.46967067,1044.063202,933.9076664,0.005692665,-0.002713872,0.008406537,0.005715402,376.4635155,-337.6729559,714.1364714,619.8080848,0.002881587,-0.002954502,0.005836088,0.003864857,0.988089259,0.303299701
1,1,7,0,986.5654851,674.1400178,229.3564843,498.1334444,675.4967429,-147.1375143,822.6342572,713.9434452,0.004047255,-0.002666055,0.00671331,0.004425388,974.9683352,-53.15051111,1028.118846,921.0124974,0.005621575,-0.002638702,0.008260277,0.005625106,384.1718798,-329.2575821,713.4294619,619.5520413,0.002879629,-0.002935503,0.005815132,0.003854252,0.982161242,0.293466757
1,1,8,0,1019.031738,663.0337913,234.2672619,502.1565778,698.0564617,-126.3170551,824.3735169,716.9198038,0.004146312,-0.002591301,0.006737613,0.004449404,1011.527148,-41.31760409,1052.844752,945.363768,0.005811315,-0.002661409,0.008472724,0.005782726,402.4873458,-324.2924154,726.7797612,630.1160031,0.002996511,-0.002936575,0.005933086,0.003926359,0.999270132,0.312439981
1,1,9,0,1017.110545,654.6170651,230.5949171,508.5860449,678.5887914,-150.3091064,828.8978979,720.6938696,0.004121614,-0.002668743,0.006790357,0.004483576,1002.068658,-55.19834246,1057.267001,946.9543331,0.005797142,-0.002727104,0.008524246,0.00580255,386.5498614,-334.7906678,721.3405292,625.3308128,0.002954492,-0.00294788,0.005902372,0.003904494,0.998897639,0.31751033
1,1,10,0,1058.143544,661.5813433,229.3639377,484.6270215,753.0959787,-57.61601751,810.7119962,707.5204187,0.004248296,-0.002333818,0.006582114,0.004362717,1081.133753,11.6671255,1069.466628,969.6419109,0.006062848,-0.002505077,0.008567925,0.005906246,463.6254966,-287.1537549,750.7792515,650.3175654,0.003218892,-0.002869642,0.006088534,0.004031652,0.990992596,0.296298538
